Gene_acc,PG.ProteinAccessions,WT1,WT2,WT3,11-1,11-2,11-3,Desc
1332,Tb927.10.740:mRNA-p1,627530.4375,724465.5,681792.6875,518730.90625,531858.6875,497288.09375,"structural maintenance of chromosome 4, putative"
1333,Tb927.10.7400:mRNA-p1,107742.921875,132926.8125,123142.4921875,89552.828125,88615.1171875,91177.6484375,predicted zinc finger protein
1334,Tb927.10.7410:mRNA-p1,6166170.5,5654146,5254647,5513914.5,6488163.5,6117688,"succinyl-CoA ligase [GDP-forming] beta-chain, putative"
1335,Tb927.10.7420:mRNA-p1,581021,633018,626048.0625,639984.9375,776017.1875,680582.1875,"bromodomain factor 2 protein, putative"
1336,Tb927.10.7430:mRNA-p1,128042.2734375,142414.453125,131174.109375,120469.03125,102424.8125,105046.78125,"GTP-binding protein, putative"
1337,Tb927.10.7440:mRNA-p1,545254.9375,651419.0625,594765.5625,587958.5,555053.5625,647936.125,ATP-dependent RNA helicase MTR4
1338,Tb927.10.7450:mRNA-p1,748100.375,759383,651868.5,607624.125,613298.4375,593953.9375,Ribosomal RNA processing protein 41A
1339,Tb927.10.7470:mRNA-p1,342875.3125,295794.75,288820.28125,421837.1875,329987.03125,347351.21875,"RNA-binding protein, putative"
1340,Tb927.10.7480:mRNA-p1,159519.328125,144253.5,160099.5625,173549.1875,231688.96875,178948.453125,"hypothetical protein, conserved"
1341,Tb927.10.7490:mRNA-p1,117969.0703125,105581.3671875,120441.625,89993.59375,80058.71875,78341.109375,"cullin 2, putative"
1342,Tb927.10.750:mRNA-p1,230048.546875,241603.5625,227426.203125,178276.625,217027.4375,202882.421875,"hypothetical protein, conserved"
1343,Tb927.10.7500:mRNA-p1,662608,652820.8125,1377619.875,945311.125,888942.375,952734.9375,fibrillarin
1344,Tb927.10.7510:mRNA-p1,77043.765625,76287.6015625,79071.078125,71278.46875,41038.2421875,70023.4140625,"chromatin binding protein, putative"
1346,Tb927.10.7540:mRNA-p1,118440.09375,173577.625,201325.265625,189393.40625,193898.296875,176728.3125,"VRR-NUC domain containing protein, putative"
1347,Tb927.10.7550.1:mRNA-p1;Tb927.10.7550.2:mRNA-p1,797331.625,835478.9375,832400,858782.875,970660.75,905259.3125,"hypothetical protein, conserved"
1348,Tb927.10.7570:mRNA-p1,1777994.375,1748811.25,1799892.5,2050027.375,2196201.5,2384161.5,"dihydrolipoamide acetyltransferase E2 subunit, putative"
1349,Tb927.10.7580:mRNA-p1,242087.828125,195863.609375,197949.96875,203666.078125,160019.46875,186981.828125,"Exportin-5, putative"
1351,Tb927.10.760:mRNA-p1,66962.015625,55312.671875,59845.71875,40527.0078125,34466.52734375,46166.20703125,"hypothetical protein, conserved"
1352,Tb927.10.7600:mRNA-p1,25636.4296875,60757.78125,74838.5625,76156.65625,57100.78125,118807.828125,"Centrosomal protein POC5, putative"
1353,Tb927.10.7610:mRNA-p1,158887.59375,177402.390625,179908.921875,139415.96875,130272.3203125,142837.28125,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
1354,Tb927.10.7620:mRNA-p1,287808.09375,269966.0625,309374.125,289906.0625,294919.21875,177364.140625,"mitochondrial ATP-dependent zinc metallopeptidase, putative"
1355,Tb927.10.7630:mRNA-p1,1222676.75,1234575.5,1108169.25,1083434.125,1121077.75,1094359.875,transportin2- like protein
1356,Tb927.10.7670:mRNA-p1,182266.234375,191167.875,194604.703125,259193.484375,87054.4921875,130486.5546875,"Protein of unknown function (DUF2962), putative"
1357,Tb927.10.7680:mRNA-p1,573602.3125,744926.6875,609791.8125,619141.125,726563.375,665636.5,"GTPase activating protein, putative"
1358,Tb927.10.7690:mRNA-p1,240253.890625,253126.96875,255564.75,258193.328125,214304.65625,216474.5,Component of motile flagella 4
1359,Tb927.10.770:mRNA-p1,105324.3046875,118082.0703125,114709.984375,81782.5078125,100462.9765625,90979.75,"RF-1 domain containing protein, putative"
1360,Tb927.10.7700:mRNA-p1,378721.46875,369783.28125,405692.625,439006.875,525426.25,490312.90625,ATP-binding cassette protein subfamily G
1361,Tb927.10.7710:mRNA-p1,30316.68359375,43295.375,71741.671875,48988.45703125,46331.6640625,14247.9912109375,"40S ribosomal protein S8, putative"
1362,Tb927.10.7730:mRNA-p1,89054.9375,99481.375,61117.80859375,85312.546875,74740.625,66495.34375,"Domain of unknown function (DUF4496), putative"
1363,Tb927.10.7740:mRNA-p1,906159.6875,934907.75,1024238.0625,890126.9375,933820.375,1043696.5625,protein transport protein SEC23
1364,Tb927.10.7750:mRNA-p1,538042.8125,530153.875,410150.5,441783.96875,511406.625,470199.28125,"hypothetical protein, conserved"
1365,Tb927.10.7760:mRNA-p1,46731.8359375,47451.640625,31239.6953125,42046.109375,37129.09765625,51285.6328125,"hypothetical protein, conserved"
1366,Tb927.10.7770:mRNA-p1,Filtered,16637.94140625,Filtered,16827.576171875,Filtered,7469.4091796875,hypothetical protein
1367,Tb927.10.7780:mRNA-p1,614959.8125,31328.0625,598434.6875,83303.2109375,111010.8984375,397042.46875,Mitogen-activated protein kinase KFR1
1368,Tb927.10.7790:mRNA-p1,535535.25,532664.625,467337.25,362684.375,420176.09375,426595.03125,"ubiquitin fusion degradation protein, putative"
1369,Tb927.10.7800:mRNA-p1,217848.65625,189418.96875,197886.9375,240060.8125,206441.71875,217367.09375,"cop9 signalosome complex subunit, putative"
1370,Tb927.10.7810:mRNA-p1,121766.296875,155300.65625,214164.671875,261567.84375,191409.25,188079.78125,"Pre-rRNA-processing protein ESF1, putative"
1371,Tb927.10.7820:mRNA-p1,76594.9140625,95498.84375,72367.953125,78456.328125,109363.859375,80290.5546875,"hypothetical protein, conserved"
1372,Tb927.10.7830:mRNA-p1,95935.0078125,95236.265625,235874.515625,52701.53515625,108489.0625,86098.7265625,"hypothetical protein, conserved"
1374,Tb927.10.7850:mRNA-p1,120920.5,112265.515625,134342.140625,106146.9375,135649.015625,188239.359375,"protein-L-isoaspartate, putative"
1375,Tb927.10.7860:mRNA-p1,1014711.5,902436.125,759544.9375,709075.3125,956503.9375,971113.875,"hypothetical protein, conserved"
1376,Tb927.10.7880:mRNA-p1,44873.39453125,49422.5859375,40644.12890625,50717.453125,37722.4921875,57866.51953125,"Sperm tail/Sperm tail C-terminal domain containing protein, putative"
1377,Tb927.10.7890:mRNA-p1,101726.75,82527.9609375,104021.1015625,121998.75,53495.4609375,83300.328125,"hypothetical protein, conserved"
1378,Tb927.10.790:mRNA-p1,1125358.875,1489335,1246599.25,1399443.75,1602977.25,1553759.375,"vesicle-associated membrane protein, putative"
1379,Tb927.10.7900:mRNA-p1,205479.125,163367.015625,185217.5625,247735.6875,212566.96875,252369.640625,"hypothetical protein, conserved"
1380,Tb927.10.7910:mRNA-p1,371215.75,394595.84375,341649.71875,346897.25,311088.625,317649.96875,"RNA editing complex protein, putative"
1381,Tb927.10.7920:mRNA-p1,81780.28125,61487.4609375,66963.0234375,76801.34375,83722.2265625,83428.796875,"hypothetical protein, conserved"
1382,Tb927.10.7925:mRNA-p1,140168.71875,141310.15625,149949.578125,92128.9453125,102887.859375,91370.4296875,hypothetical protein
1383,Tb927.10.7930:mRNA-p1,4216397.5,4485464,4392785,3901210.25,3933116,4400903,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
1384,Tb927.10.7940:mRNA-p1,110365.1875,103417.234375,123001.359375,135446.203125,168315.015625,149621.734375,"methyltransferase, putative"
1385,Tb927.10.7960:mRNA-p1,167576.484375,114790.5078125,123278.1171875,74319.234375,111249.1015625,85243.7109375,"hypothetical protein, conserved"
1387,Tb927.10.7990:mRNA-p1,1065522.75,966365.875,858031.25,776870.625,867794.5625,798116.5,"replication factor C subunit 3, putative"
1388,Tb927.10.800:mRNA-p1,95982.2890625,88251.03125,95116.046875,53966.35546875,62056.2578125,58122.7109375,"hypothetical protein, conserved"
1389,Tb927.10.8000:mRNA-p1,117957.046875,146440.9375,123237.09375,123991.2421875,112760.109375,88763.5859375,"hypothetical protein, conserved"
1390,Tb927.10.8010:mRNA-p1,45786.20703125,48997.85546875,49294.609375,44016.0078125,42037.02734375,52776.6953125,"hypothetical protein, conserved"
1391,Tb927.10.8020:mRNA-p1,3553155.25,3166148.25,3335694.75,2909574.25,2911743.25,3484729.25,prolyl endopeptidase
1392,Tb927.10.8030:mRNA-p1,2650634.25,2325834,2119463.25,2438216.25,2413111.5,2554131.75,Mitochondrial ATP synthase subunit 5
1393,Tb927.10.8040:mRNA-p1,2699997.25,2765190.5,2585963.75,2643375,3352097,2671916,"beta adaptin, putative"
1394,Tb927.10.8060:mRNA-p1,1429944.25,1394965.375,1303286,1240294.375,1379664.625,1256229.125,"SET domain containing protein, putative"
1395,Tb927.10.8080:mRNA-p1,448876.46875,447496.5625,469180.21875,354518.15625,395947.5,434690.46875,"Uncharacterized conserved protein (DUF2042), putative"
1396,Tb927.10.8090:mRNA-p1,94919.75,105239.03125,112345.5859375,138369.546875,154965.453125,146783.40625,"hypothetical protein, conserved"
1397,Tb927.10.810:mRNA-p1,384008.625,416915.125,438548.875,471440.46875,444894.59375,485155.5,"Pentatricopeptide repeat protein (PPR), putative"
1398,Tb927.10.8100:mRNA-p1,135636.515625,94650.1015625,95858.53125,102771.453125,106482.8125,99988.4375,"hypothetical protein, conserved"
1399,Tb927.10.8110:mRNA-p1,628462.375,544122.25,499033.375,666731.3125,614061.9375,690176.1875,"Protein of unknown function (DUF2453), putative"
1400,Tb927.10.8140:mRNA-p1,245569.15625,236670.171875,253641.4375,268439.59375,292396.46875,249557.84375,"EVE domain containing protein, putative"
1401,Tb927.10.8160:mRNA-p1,31775.30078125,50132.0390625,110645.4375,57597.3984375,50277.9765625,46526.078125,"hypothetical protein, conserved"
1402,Tb927.10.8170:mRNA-p1,904739.3125,1000135.75,893745.0625,820615.9375,928687.9375,861663.25,Nucleoporin NUP144
1403,Tb927.10.8180:mRNA-p1,42286.1640625,39840.8515625,40995.33984375,51068.03125,55836.828125,57706.890625,"hypothetical protein, conserved"
1404,Tb927.10.8190:mRNA-p1,6860487,6201267,6619087.5,6664527.5,7051487.5,5814628,"T-complex protein 1, theta subunit, putative"
1405,Tb927.10.820:mRNA-p1,338983.125,352750.15625,293131.03125,354058.15625,264238.0625,372795.875,"hypothetical protein, conserved"
1406,Tb927.10.8200:mRNA-p1,64705.33984375,365480,122269.734375,151455.734375,141225.1875,138254.84375,"Ribosomal protein L1p/L10e family, putative"
1407,Tb927.10.8210:mRNA-p1,203092.671875,220870.90625,234375.078125,206982.15625,250327.28125,217487.34375,KREPA2
1408,Tb927.10.8240:mRNA-p1,221300.125,244744.96875,221894.71875,192321.75,216486.140625,192775.140625,Cytokinesis initiation factor 4
1409,Tb927.10.8270:mRNA-p1;Tb927.10.8290:mRNA-p1,3780687.75,3617839.5,3867249,3305887.5,3183834.5,3061022,eukaryotic translation initiation factor 3 subunit c
1410,Tb927.10.830:mRNA-p1,357747.34375,292431.03125,287520.5,705595,403355.15625,471744.03125,"adenylate kinase, putative"
1411,Tb927.10.8330:mRNA-p1,182300.4375,193231.296875,190197.78125,126163.6484375,139123.546875,120594.078125,"S. cerevisiae PSP1 homologue, putative"
1412,Tb927.10.8360.1:mRNA-p1;Tb927.10.8360.2:mRNA-p1,88757.140625,92944.0625,97933.09375,113302.328125,122120.78125,115046.09375,Poly(A)-specific ribonuclease PARN-2
1414,Tb927.10.840:mRNA-p1,15917.3359375,14830.3466796875,12655.166015625,20941.74609375,18053.40234375,20229.70703125,Flagellum attachment zone protein 6
1415,Tb927.10.8410:mRNA-p1,281850,273187.75,229867.953125,296650.09375,239171.75,264241.1875,"hypothetical protein, conserved"
1416,Tb927.10.8420:mRNA-p1,227229.828125,208715.140625,211893.6875,351227.625,245443.671875,295629.65625,Phosphatidylinositol 3-kinase tor1
1417,Tb927.10.8430:mRNA-p1,3822428.5,3815951.25,3729966.75,3041095.75,3355543,2767455.5,"40S ribosomal protein S12, putative"
1418,Tb927.10.850:mRNA-p1,67811.5859375,117704.7109375,90057.4375,108464.984375,66076.8515625,131938.875,"hook complex protein, conserved"
1419,Tb927.10.8540:mRNA-p1,1651104.25,1741859.5,1845914.375,1782628,1745870.125,1740567.25,"chaperone protein DnaJ, putative"
1420,Tb927.10.8560:mRNA-p1,250650.734375,208801.09375,227535.359375,226668.96875,199548.703125,243971.28125,"small GTPase, putative"
1421,Tb927.10.8570:mRNA-p1,123507.90625,151779.15625,142300.625,103544.0859375,111624.5078125,113124.9375,"hypothetical protein, conserved"
1422,Tb927.10.8580:mRNA-p1,174692.59375,133721.9375,130526.9453125,241352.296875,143762.640625,258623.921875,"ADP-ribosylation factor-like protein 3b, putative"
1423,Tb927.10.8590:mRNA-p1,1004001.75,954451.25,875735.4375,824514.3125,1115554.375,1081666.5,flagellum transition zone component
1424,Tb927.10.8600:mRNA-p1,262436.625,305928.28125,352151,335566.125,330407.3125,375116.96875,"Vps54-like protein, putative"
1426,Tb927.10.8630:mRNA-p1,1256971,1169821.25,1190763.125,1450965,1895376,1610140.375,"Sucrase/ferredoxin-like, putative"
1427,Tb927.10.8640:mRNA-p1,285620.375,287106.8125,268084.25,251255.546875,269373,233288.203125,"Galactose oxidase, central domain containing protein, putative"
1428,Tb927.10.8660:mRNA-p1,514920.25,488928.6875,475013.0625,482695.125,432860.28125,560269.8125,"Fis1 C-terminal tetratricopeptide repeat, putative"
1429,Tb927.10.8670:mRNA-p1,31252.501953125,20594.828125,32244.310546875,16557.86328125,34792.28515625,67628.4453125,"hypothetical protein, conserved"
1431,Tb927.10.8690:mRNA-p1,135732.515625,119962.8828125,107004.3359375,146887.984375,150058.109375,129810.2421875,"TIGR00269 family protein, putative"
1432,Tb927.10.870:mRNA-p1,323054.46875,1124.9366455078125,239601.1875,212840.5625,248657.953125,40753.48046875,Furrow 1 protein
1433,Tb927.10.8700:mRNA-p1,34585.703125,35882.3125,31188.40234375,23271.677734375,31975.19140625,18232.142578125,"selenoprotein, putative"
1434,Tb927.10.8710:mRNA-p1,470777.8125,404991.03125,307240.59375,232569.0625,200427.71875,240719.6875,centrin-3
1435,Tb927.10.8720:mRNA-p1,1445450.375,1426988.375,1381066.125,1449838,1465321,1545168.125,"CCR4-NOT transcription complex subunit 10, putative"
1436,Tb927.10.8730:mRNA-p1,241505.59375,236007.5625,238544.5625,234817.21875,284586.53125,268490.09375,"ABC1 family, putative"
1437,Tb927.10.8770:mRNA-p1,136101.109375,132867.328125,137794.953125,129667.1171875,139673.0625,123518.5546875,"disgorgin, putative"
1438,Tb927.10.8780:mRNA-p1,355220.96875,349930.125,323639.96875,315877.71875,253785.9375,323275.3125,"AAA domain containing protein, putative"
1439,Tb927.10.8790:mRNA-p1,339584.8125,356786.875,333652.40625,337718.09375,395135.34375,357796.625,"OTU-like cysteine protease, putative"
1440,Tb927.10.880:mRNA-p1,302470.5,286886.3125,283832.34375,289398.4375,236026.265625,236934,thymidine kinase
1441,Tb927.10.8800:mRNA-p1,Filtered,10765.8583984375,4384.41796875,2590.788330078125,4570.724609375,6231.62060546875,SUMO-interacting motif-containing protein
1442,Tb927.10.8810:mRNA-p1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,"hypothetical protein, conserved"
1443,Tb927.10.8820:mRNA-p1,60400.49609375,55680.28515625,56963.2421875,33847.984375,87484.96875,80797.515625,"hook complex protein, conserved"
1444,Tb927.10.8830:mRNA-p1,554225.75,589518.4375,607560.25,546035.3125,580650.375,585990.75,Flagellum attachment zone protein 5
1445,Tb927.10.8850:mRNA-p1,357544.3125,375877.75,389801.71875,340743.0625,315728.09375,273614.375,"A distinct subfamily of CDD/CDA-like deaminases, putative"
1446,Tb927.10.8860:mRNA-p1,230221.15625,222149.203125,238282.203125,290151.59375,262785.0625,255021.078125,"hypothetical protein, conserved"
1447,Tb927.10.8870:mRNA-p1,436661.03125,394218.34375,311723.875,248903.71875,262464.96875,259779.828125,Paraflagellar rod (PFR) assembly factor 1
1448,Tb927.10.8880:mRNA-p1,323898.65625,294729.71875,302059.4375,251229.53125,244412.734375,242623.890625,RNA interference factor 4
1449,Tb927.10.8890:mRNA-p1,72062.4765625,31460.552734375,43672.953125,70620.4375,74824.28125,55294.0625,"kinetoplast DNA-associated protein, putative"
1450,Tb927.10.890:mRNA-p1,56682.09375,290918.46875,319982.34375,372175.375,259145.171875,Filtered,"kinesin, putative"
1451,Tb927.10.8900:mRNA-p1,859230.8125,837948.75,1125215.5,1014066.75,1065327.875,1034983.75,choline/ethanolamine phosphotransferase (CEPT)
1452,Tb927.10.8910:mRNA-p1,398051.6875,391092.6875,403844.1875,415906.03125,370052.90625,379941.3125,Nucleoporin NUP181
1453,Tb927.10.8920:mRNA-p1,327770.3125,331484.5625,356155,322059.25,331024.5625,331947.34375,"ras-like small GTPase, putative"
1454,Tb927.10.8930:mRNA-p1,100110.1015625,91843.9765625,94205.7109375,121850.8046875,147793.71875,124903.640625,"paraflagellar rod component, putative"
1455,Tb927.10.8940:mRNA-p1,923073.3125,996881.875,1063289,1698751,1368882.375,1338711.625,"flagellum targeting protein kharon1, putative"
1456,Tb927.10.8950:mRNA-p1;Tb927.10.8970:mRNA-p1,269192.0625,344018.78125,249444.84375,198830.65625,187239.6875,194100.859375,kinetoplast-associated protein 4 isoform 2
1457,Tb927.10.8960:mRNA-p1,355826.96875,332180.84375,383987.3125,255648.40625,191295.046875,188005.515625,"hypothetical protein, conserved"
1458,Tb927.10.8980:mRNA-p1,281000.625,395079.59375,336624.4375,213164.0625,197439.359375,189721.265625,"hypothetical protein, conserved"
1459,Tb927.10.900:mRNA-p1,57583.23046875,59769.546875,56982.21875,64713.68359375,73699.0703125,Filtered,"hypothetical protein, conserved"
1460,Tb927.10.9000:mRNA-p1,187296.3125,69362.984375,92557.5078125,161033.515625,144206.921875,161840.953125,Mitochondrial processome subunit 2
1462,Tb927.10.9020:mRNA-p1,328365.9375,330767.75,352560.59375,304518.1875,328861.1875,327403.53125,"Gcd10p family, putative"
1463,Tb927.10.9025:mRNA-p1,337306.53125,465049.125,430831.90625,275058.875,420395.53125,264585.3125,hypothetical protein
1464,Tb927.10.9040:mRNA-p1,143829.03125,146535.109375,143835.5,184041.375,141858.625,226403.1875,"hypothetical protein, conserved"
1465,Tb927.10.9050:mRNA-p1,149854.578125,232708.859375,219759.75,104667.9140625,151955.984375,183998.9375,"pseudouridine synthase TruD, putative"
1466,Tb927.10.9060:mRNA-p1,55823.703125,9987.51171875,16915.216796875,55090.71875,44072.01953125,48812.60546875,"hypothetical protein, conserved"
1468,Tb927.10.9090:mRNA-p1,211549.515625,364372.375,198060.6875,209038.828125,73208.828125,119856.9765625,"Cullin binding, putative"
1470,Tb927.10.9120:mRNA-p1,229639.59375,169204.296875,181137.40625,216512.78125,266715.28125,226759.6875,"hypothetical protein, conserved"
1471,Tb927.10.9130:mRNA-p1,33523.4765625,37461.55078125,259334.75,43419,44053.75,41970.828125,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
1472,Tb927.10.9140:mRNA-p1,163794.9375,145603.625,162445.25,122773.46875,127082.25,131672.78125,"FAD dependent oxidoreductase, putative"
1473,Tb927.10.9150:mRNA-p1,414275.5625,432990.4375,400521.6875,403035.09375,422792,387605.03125,"hypothetical protein, conserved"
1474,Tb927.10.9160:mRNA-p1,193924.5625,199826.078125,219286.703125,196202.90625,202010.140625,187248.25,"Cyclin 12, L-type"
1476,Tb927.10.9190.1:mRNA-p1,1641698.125,1596955.5,1654470,1563089.75,1518471,1629519.75,"isoleucyl-tRNA synthetase, putative"
1477,Tb927.10.920:mRNA-p1,150008.46875,116728.234375,139769.203125,90165.7265625,112224.109375,86387.9140625,"Ribosomal protein L1p/L10e family, putative"
1478,Tb927.10.9200:mRNA-p1,57099.6171875,57918.703125,62200.27734375,52158.24609375,48828.546875,51416.41796875,"Nuclease-related domain containing protein, putative"
1479,Tb927.10.9240:mRNA-p1,314869.9375,307048.59375,324040.46875,323114.21875,211411.53125,229898.203125,"Tir chaperone protein (CesT) family, putative"
1480,Tb927.10.9250:mRNA-p1,5938656.5,6155067.5,6190368,1113974.875,1118462.875,892151.875,"adenylyl cyclase-associated protein, putative"
1481,Tb927.10.9260:mRNA-p1,302970.84375,273968.53125,294793.5,359547.40625,349196.59375,365020.34375,"hypothetical protein, conserved"
1482,Tb927.10.9280:mRNA-p1,116468.4453125,126361.984375,140029.328125,110253.640625,115082.0546875,130169.6796875,"hypothetical protein, conserved"
1483,Tb927.10.930:mRNA-p1,60793.1328125,63005.43359375,60166.86328125,56033.98828125,56533.7734375,51085.0390625,"hypothetical protein, conserved"
1486,Tb927.10.9330:mRNA-p1,429299.0625,515986.375,507393.40625,434763.3125,443776.3125,421781.78125,"hypothetical protein, conserved"
1487,Tb927.10.9360:mRNA-p1,1838181.5,1796546.125,1909816.75,2813775.75,3239526.5,3627005.5,"L-2-hydroxyglutarate dehydrogenase, mitochondrial, putative"
1488,Tb927.10.9370:mRNA-p1,137885.40625,136589.71875,126043.84375,77564.1640625,113632.9296875,118313.171875,"hypothetical protein, conserved"
1489,Tb927.10.9380:mRNA-p1,266583.40625,250833.28125,246833.53125,209852.625,253946.90625,225854.53125,"SEP domain/UBX domain containing protein, putative"
1490,Tb927.10.9390:mRNA-p1,67685.375,64765.5390625,49757.7421875,62213.4453125,66872.140625,61689.0546875,"Macrocin-O-methyltransferase (TylF), putative"
1491,Tb927.10.940:mRNA-p1,382092.3125,393559.59375,356096.8125,332081.84375,311638.90625,330513.71875,"hypothetical protein, conserved"
1492,Tb927.10.9400:mRNA-p1,489988.9375,512603.90625,526151.75,467455.4375,509699.65625,498333.96875,splicing factor 1
1493,Tb927.10.9410:mRNA-p1,657791.5625,712070.25,697493.875,564474.3125,624544.4375,611511.5625,Selenophosphate synthetase 2
1494,Tb927.10.9420:mRNA-p1,57955.46875,36954.9375,30716.951171875,86685.71875,64926.5,18505.419921875,"mitochondrial chaperone BCS1, putative"
1495,Tb927.10.9430:mRNA-p1,6075229,6442889.5,6812795.5,5381685.5,6278609.5,5396409,"phosphoribosylpyrophosphate synthetase, putative"
1496,Tb927.10.9440:mRNA-p1,1215510.625,1268257.125,1250558.25,793224.75,887978.0625,997916.875,NADH dehydrogenase
1497,Tb927.10.9445:mRNA-p1,100551.4296875,82089.2109375,69696.2734375,82503.109375,104052,85460.21875,hypothetical protein
1498,Tb927.10.9450:mRNA-p1,600049,561974.75,494048.78125,723072.375,784339.375,812188.375,"invariant surface glycoprotein, putative"
1499,Tb927.10.9490:mRNA-p1,68770.90625,57420.7421875,52589.0625,61398.7890625,46203.66015625,48565.12109375,expression site-associated gene 3 (ESAG3)-like protein
1500,Tb927.10.950:mRNA-p1,9840.9794921875,7293.55322265625,7889.109375,16457.58203125,6647.49560546875,976177.0625,"hypothetical protein, conserved"
1501,Tb927.10.9510:mRNA-p1,215216.90625,199888.390625,175189.484375,562391.5,169477.140625,171452.046875,hypothetical protein
1502,Tb927.10.9560:mRNA-p1,70628.3203125,58987.45703125,57227.34375,50941.10546875,40702.421875,51075.02734375,"oxidoreductase, putative"
1503,Tb927.10.9570:mRNA-p1,625091.5625,586079,554019.8125,696096.125,785223.1875,769703.25,"paraflagellar rod component, putative"
1504,Tb927.10.9590.2:mRNA-p1,166022.34375,128938.671875,142113.21875,143747.234375,349383.9375,352754,"hypothetical protein, conserved"
1505,Tb927.10.9640:mRNA-p1,54058.8515625,29495.505859375,35776.421875,50630.11328125,48231.578125,55158.4453125,"hypothetical protein, conserved"
1506,Tb927.10.9650:mRNA-p1,155640.984375,170255.671875,183442.140625,219477.8125,209581.65625,181364.234375,Nucleoporin NUP152
1507,Tb927.10.9660:mRNA-p1,1853495.875,1695355,1208854.25,411781.21875,383839.21875,698187.375,"Splicing factor CRN, putative"
1508,Tb927.10.9670:mRNA-p1,16033.859375,12902.291015625,16816.42578125,101202.90625,45940.38671875,60160.9765625,"ADP-ribosylation factor family, putative"
1509,Tb927.10.9680:mRNA-p1,128697.3046875,307681.71875,394087.3125,449494.34375,632262.375,284209.09375,"SET domain containing protein, putative"
1510,Tb927.10.970:mRNA-p1,45119.48828125,15952.5244140625,14307.1494140625,22145.771484375,18178.45703125,16130.76171875,"Tetratricopeptide repeat, putative"
1511,Tb927.10.9700:mRNA-p1,78775.40625,84355.15625,174641.28125,72530.1015625,324112.75,264900.25,Flagellum attachment zone protein 22
1512,Tb927.10.9720:mRNA-p1,155305.359375,137486.109375,100197.421875,41911.34765625,10864.7421875,39749.078125,RNA-editing-associated protein 1
1513,Tb927.10.9740:mRNA-p1,2716786,2555507,2508118.25,2388268.75,2535372.25,2646897.5,Regulatory particle triple-A ATPase subunit 6
1515,Tb927.10.9760:mRNA-p1,125950.078125,117008.296875,115069.703125,136836.140625,105020.7421875,139988.921875,alternative oxidase
1516,Tb927.10.9770:mRNA-p1,124378.3203125,136278.1875,165123.9375,158018.96875,149320.671875,175064.578125,gamma-tubulin complex component 2
1517,Tb927.10.9780:mRNA-p1,231043.546875,235501,132874.65625,120487.3515625,116905.703125,106938.4375,"ATP-dependent DEAD/H RNA helicase, putative"
1518,Tb927.10.9790:mRNA-p1,256225.1875,147311.890625,149354.734375,162696.75,183023.59375,167833.671875,"hypothetical protein, conserved"
1519,Tb927.10.9800:mRNA-p1,1656420.375,1683720.375,1770748.5,1688923.875,1310385.125,1092655.625,60S ribosomal protein L22
1520,Tb927.10.9820:mRNA-p1,389358.28125,349439.34375,369252.9375,352543.875,341147.4375,352089.09375,mitochondrial intermediate peptidase
1521,Tb927.10.9830:mRNA-p1,1172363,1207474.75,981604.1875,960155.375,1087260.5,1055321.375,"Mitochondrial ATP synthase subunit, putative"
1522,Tb927.10.9840:mRNA-p1,1894092.25,1817053.25,1869707.875,1887912,1705200.75,2142369.5,"chaperone protein DnaJ, putative"
1523,Tb927.10.9850:mRNA-p1,585891.6875,461036.28125,434768.15625,514845.53125,499731.78125,369215.28125,"amino acid transporter, putative"
1524,Tb927.10.9870:mRNA-p1,820073.75,818964.0625,801709.0625,543478.5625,512130.5,484543.71875,Component of motile flagella 12
1525,Tb927.10.9880:mRNA-p1;Tb927.11.4300:mRNA-p1,9981914,9672819,9793830,9026229,5850620.5,7208932.5,"60S ribosomal protein L18, putative"
1526,Tb927.10.9890:mRNA-p1,894408,869471.875,3054786.75,2837185.75,926256,3295837,"hypothetical protein, conserved"
1527,Tb927.10.9900:mRNA-p1,749327.25,656348,724429.9375,753499.375,884495.9375,852866.8125,"ABC1 protein, putative"
1528,Tb927.10.9910:mRNA-p1,1416199.625,1404450.875,1361714.25,1309926.5,1422945.75,1369765.5,"PSP1 C-terminal conserved region, putative"
1529,Tb927.10.9920:mRNA-p1,257759.5,271426.4375,197901,144181.734375,88448.1640625,102232.09375,"hypothetical protein, conserved"
1530,Tb927.10.9930:mRNA-p1,Filtered,Filtered,3434.54296875,Filtered,1310.8275146484375,Filtered,"PHD-zinc-finger like domain containing protein, putative"
1531,Tb927.10.9950:mRNA-p1,149530.25,161170.296875,159643.546875,196051.703125,215228.375,226006.703125,"hypothetical protein, conserved"
1532,Tb927.10.9960:mRNA-p1,262291.03125,269377.53125,164307.640625,206516.84375,107165.4375,564635.8125,"hypothetical protein, conserved"
1533,Tb927.10.9970:mRNA-p1,1083247.625,1042716.125,969969.375,981679,1001686.4375,971879.125,"hypothetical protein, conserved"
1534,Tb927.10.9980:mRNA-p1,23517.486328125,21545.978515625,41422.18359375,69069.9140625,81413.1015625,80992.6171875,"hypothetical protein, conserved"
1535,Tb927.10.9990:mRNA-p1,491979.75,508882.8125,506743.1875,450561.75,436561.4375,468531.9375,"non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family, putative"
